# Radius 	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	finiterdf__H_Water_O_Water	rdf__H_Water_O_Water	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	
16.5347 0.999841	0.999909	0.999811	0.999882	1.00014	1.0002	
16.5552 0.999902	0.999969	1.00005	1.00012	1.00015	1.00021	
16.5756 0.99994	1.00001	0.999986	1.00006	0.999527	0.99959	
16.5961 0.999911	0.999978	1.00032	1.00039	1.00039	1.00046	
16.6166 0.999699	0.999765	0.999819	0.999893	1	1.00007	
16.6371 0.999935	1	0.999948	1.00002	0.999786	0.999852	
16.6575 1.00005	1.00011	0.999653	0.999725	0.999919	0.999984	
16.678 1.0001	1.00017	0.999505	0.999575	0.999545	0.999608	
16.6985 0.999978	1.00005	1.00009	1.00016	1.00006	1.00013	
16.719 0.999824	0.999891	1.0002	1.00027	1.00052	1.00059	
16.7395 1.00004	1.00011	0.999835	0.999906	1.00031	1.00038	
16.7599 1.00005	1.00012	1.00065	1.00073	1.00064	1.00072	
16.7804 1.0001	1.00017	0.999815	0.999891	0.999416	0.999488	
16.8009 0.999911	0.999981	0.999553	0.999627	0.999817	0.999887	
16.8214 1.00006	1.00014	1.00034	1.00041	0.999645	0.999714	
16.8418 0.999921	0.999991	0.999796	0.999871	1.00005	1.00012	
16.8623 1.00017	1.00024	0.999689	0.999763	1.00026	1.00033	
16.8828 0.99974	0.999811	0.999903	0.999976	1.00004	1.00012	
16.9033 1.00009	1.00016	0.999808	0.99988	1.00013	1.00021	
16.9237 1.00034	1.00041	0.999701	0.999772	0.999827	0.999901	
16.9442 0.999844	0.999918	1.00004	1.00011	0.999293	0.999362	
16.9647 0.999863	0.999937	0.999671	0.999741	1.00005	1.00012	
16.9852 1.00033	1.00041	0.999706	0.999774	0.999825	0.999894	
17.0056 1.00009	1.00017	1.00012	1.00019	1.00001	1.00008	
17.0261 0.99992	0.999998	1.00011	1.00018	0.999494	0.99956	
17.0466 1.0001	1.00018	1.00009	1.00016	0.99989	0.999957	
17.0671 0.999975	1.00006	1.00012	1.00019	0.999631	0.999695	
17.0876 1.00022	1.0003	0.999869	0.999942	0.999619	0.999681	
17.108 0.999517	0.999596	1.00029	1.00036	0.999853	0.999914	
17.1285 1.00028	1.00036	0.999904	0.99998	1.00039	1.00045	
17.149 0.999708	0.999788	1.00007	1.00015	1.00007	1.00013	
17.1695 0.999951	1.00003	0.99988	0.999956	0.999959	1.00002	
17.1899 0.999852	0.999932	0.999872	0.999948	0.998915	0.998973	
17.2104 1.00005	1.00013	1.00013	1.00021	1.00055	1.00061	
17.2309 0.999755	0.999835	1	1.00008	1.00045	1.00052	
17.2514 0.999977	1.00006	0.999635	0.999711	0.999958	1.00002	
17.2718 1.0001	1.00018	0.999578	0.999652	1.00008	1.00015	
17.2923 0.999731	0.999811	0.999884	0.999957	1.00045	1.00052	
17.3128 1.0001	1.00019	0.999985	1.00006	0.999677	0.999747	
17.3333 0.999808	0.999889	1.00031	1.00038	0.999699	0.999767	
17.3537 1.00014	1.00023	0.999881	0.999957	1.00062	1.00069	
17.3742 0.999978	1.00006	0.999843	0.999918	1.00086	1.00094	
17.3947 0.999985	1.00007	0.99993	1.00001	1.00082	1.00091	
17.4152 0.999957	1.00004	1.00014	1.00022	0.999646	0.999732	
17.4356 0.999997	1.00008	0.99981	0.999886	0.999986	1.00007	
17.4561 0.999623	0.999705	0.999925	1	1.00057	1.00066	
17.4766 0.999743	0.999824	1.0001	1.00018	0.999576	0.999665	
17.4971 0.999567	0.999645	1.00005	1.00013	0.999904	0.999993	
17.5176 0.999843	0.99992	0.999606	0.999682	1.0007	1.0008	
17.538 0.999607	0.999681	0.999557	0.999631	1.00016	1.00026	
17.5585 0.999941	1.00002	1.00025	1.00033	1.00014	1.00024	
17.579 1.00026	1.00034	0.999943	1.00002	0.999545	0.999641	
17.5995 0.999538	0.999612	0.999948	1.00002	1.00034	1.00044	
17.6199 0.99992	0.999995	1.0002	1.00028	0.999873	0.999973	
17.6404 1.00015	1.00022	1.00018	1.00026	0.999977	1.00008	
17.6609 0.999851	0.999927	1.00036	1.00045	1.00033	1.00044	
17.6814 1.00011	1.00018	1.00005	1.00013	0.999838	0.999942	
17.7018 0.999769	0.999844	0.999967	1.00005	1.00036	1.00047	
17.7223 1.00042	1.0005	1.0002	1.00029	1.0005	1.00061	
17.7428 0.999892	0.999972	1.00016	1.00025	0.999035	0.99914	
17.7633 1.00019	1.00027	0.999947	1.00004	0.999934	1.00004	
17.7837 0.999843	0.999924	0.999858	0.999948	1.0001	1.0002	
17.8042 1.00011	1.00019	1.0003	1.00039	0.999592	0.999697	
17.8247 1.00011	1.0002	0.999609	0.9997	0.999391	0.999492	
17.8452 0.999689	0.999772	0.999916	1.00001	1.00036	1.00047	
17.8657 1.00001	1.0001	0.999898	0.99999	1.0001	1.00021	
17.8861 0.999727	0.999808	1.00002	1.00012	0.999905	1.00001	
17.9066 0.99972	0.9998	1.00001	1.0001	0.999692	0.999797	
17.9271 0.999932	1.00001	0.999796	0.999888	0.999105	0.999202	
17.9476 0.999726	0.999804	1.0002	1.0003	0.999793	0.99989	
17.968 1.00008	1.00016	1.00009	1.00018	1.0001	1.0002	
17.9885 1.00012	1.00021	1.00016	1.00026	0.999079	0.99917	
18.009 1.00036	1.00045	0.999889	0.999988	0.999572	0.99966	
18.0295 0.999574	0.999657	1.00026	1.00037	0.999601	0.999686	
18.0499 0.999675	0.999755	0.999677	0.999777	1.00033	1.00042	
18.0704 1.00013	1.00021	0.999846	0.999946	1.00046	1.00055	
18.0909 1.00005	1.00013	0.999694	0.999791	0.999656	0.999748	
18.1114 1.00005	1.00014	0.999667	0.999763	0.999986	1.00008	
18.1318 1.00024	1.00033	1.00009	1.00018	1.00024	1.00033	
18.1523 1.00009	1.00018	0.99982	0.999917	1.00044	1.00054	
18.1728 0.999858	0.999947	0.999852	0.999948	0.999347	0.999443	
18.1933 1.00011	1.0002	1.00013	1.00022	1.00031	1.00041	
18.2138 0.999886	0.999977	0.99952	0.999615	0.999703	0.9998	
18.2342 1.00012	1.00021	1.00018	1.00027	1.00121	1.00133	
18.2547 1.00014	1.00024	0.999964	1.00006	1.00016	1.00027	
18.2752 0.999769	0.999863	0.999669	0.999764	0.999484	0.999593	
18.2957 0.999875	0.999969	1.00015	1.00025	0.999453	0.999558	
18.3161 1.00004	1.00014	1.00012	1.00022	0.999774	0.999878	
18.3366 1.00007	1.00016	0.999789	0.999888	0.999925	1.00003	
18.3571 0.999894	0.99999	1.00007	1.00017	0.999626	0.999727	
18.3776 0.999845	0.99994	0.999972	1.00007	0.999686	0.999785	
18.398 1.00035	1.00045	0.999975	1.00008	0.999586	0.999682	
18.4185 0.999792	0.999891	0.999661	0.99976	1.00013	1.00023	
18.439 0.999928	1.00003	0.999695	0.999792	0.99882	0.998907	
18.4595 1.00051	1.00061	1.00027	1.00037	1.00012	1.00021	
18.4799 0.999982	1.00009	1.00013	1.00024	1.00004	1.00013	
18.5004 0.999934	1.00004	0.999983	1.00009	0.999673	0.999761	
18.5209 1.00005	1.00016	0.999627	0.999729	0.999737	0.999823	
18.5414 1.00008	1.00019	0.999669	0.999768	0.999741	0.999825	
18.5619 0.999828	0.999938	0.999838	0.999936	1.00045	1.00053	
18.5823 1.00018	1.00029	1.00009	1.00019	0.99992	1.00001	
18.6028 1.00014	1.00026	1.00003	1.00013	0.999843	0.999932	
18.6233 0.999826	0.999941	0.999482	0.999579	1.00045	1.00055	
18.6438 0.99983	0.999944	0.999828	0.999925	1.00019	1.00028	
18.6642 1.00006	1.00018	1.00022	1.00032	0.999926	1.00002	
18.6847 1.00005	1.00017	0.999338	0.999432	0.999976	1.00008	
18.7052 0.999613	0.999728	0.999694	0.999786	0.999836	0.999935	
18.7257 0.999809	0.999923	0.999998	1.00009	0.999752	0.999848	
18.7461 0.999641	0.999752	0.999823	0.999915	0.999536	0.999628	
18.7666 1	1.00012	0.99947	0.999557	1.00067	1.00077	
18.7871 0.999325	0.999431	0.999821	0.999907	0.999926	1.00003	
18.8076 0.999385	0.999486	1.00036	1.00045	0.999256	0.999351	
18.828 0.999975	1.00008	0.999847	0.999937	0.999231	0.999317	
18.8485 1.00021	1.00032	0.999908	0.999998	0.999354	0.999434	
18.869 0.999981	1.00009	0.999884	0.999974	0.998739	0.998806	
18.8895 1.00034	1.00045	1.00005	1.00014	0.999545	0.999608	
18.91 0.999686	0.999795	0.999957	1.00005	1.00074	1.00081	
18.9304 0.999465	0.999569	0.999913	1	1.00006	1.00014	
18.9509 1.00018	1.00029	0.999842	0.999933	1.00023	1.00031	
18.9714 0.999774	0.99988	0.9999	0.999991	1.00014	1.00022	
18.9919 0.999622	0.999724	0.99962	0.999708	1.00022	1.00031	
19.0123 0.999793	0.999895	1.00048	1.00057	0.999403	0.99948	
19.0328 0.999826	0.999927	0.999811	0.999904	1.00005	1.00013	
19.0533 0.999551	0.999647	1.0002	1.0003	1.00068	1.00077	
19.0738 0.999974	1.00007	1.00009	1.00019	1.00028	1.00037	
19.0942 0.999569	0.999662	0.999836	0.999934	1.00068	1.00078	
19.1147 1.00007	1.00017	0.999779	0.999876	0.999068	0.999159	
19.1352 0.999557	0.999648	0.999961	1.00006	1.00023	1.00033	
19.1557 0.999786	0.999875	0.999611	0.999705	0.999561	0.999652	
19.1761 0.999728	0.999815	0.999685	0.999776	0.999806	0.999895	
19.1966 0.999614	0.999698	1.00007	1.00016	0.99961	0.999696	
19.2171 1.00013	1.00022	0.999814	0.999906	1.00016	1.00025	
19.2376 1.00014	1.00023	1.0001	1.00019	0.999153	0.999232	
19.258 0.999944	1.00003	0.99934	0.999427	0.999774	0.999851	
19.2785 1.00001	1.0001	1.00012	1.00021	1.00072	1.00081	
19.299 1.00014	1.00024	0.999953	1.00004	0.999517	0.9996	
19.3195 1.00055	1.00065	0.999544	0.99963	0.999672	0.999752	
19.34 0.999816	0.999918	0.999667	0.99975	1.00023	1.00032	
19.3604 0.999762	0.999862	0.999818	0.9999	0.999953	1.00004	
19.3809 0.999825	0.999924	0.999701	0.99978	0.999914	0.999998	
19.4014 1.00011	1.00021	0.999921	1	1.00017	1.00026	
19.4219 1.0002	1.0003	1.00002	1.0001	0.998822	0.998895	
19.4423 0.999032	0.999125	1.00013	1.00021	0.999815	0.999887	
19.4628 0.999315	0.999401	0.999605	0.999684	1.0001	1.00017	
19.4833 0.999393	0.999472	1.0002	1.00028	1.00059	1.00068	
19.5038 0.999514	0.999587	0.999855	0.999936	0.999431	0.999507	
19.5242 1.00018	1.00026	0.999963	1.00005	1.0005	1.00058	
19.5447 0.999772	0.999847	0.999771	0.999852	0.999506	0.999584	
19.5652 0.999838	0.999912	0.999915	0.999995	1.00036	1.00045	
19.5857 1.00005	1.00012	0.999603	0.999679	1.00065	1.00074	
19.6061 0.999987	1.00006	0.999902	0.999978	1.00025	1.00034	
19.6266 0.999893	0.99997	1.00019	1.00027	1.00036	1.00046	
19.6471 0.999262	0.999329	0.999572	0.999646	0.999215	0.99931	
19.6676 0.999699	0.999763	0.99968	0.999751	0.999877	0.999972	
19.6881 1.00016	1.00023	0.999888	0.999959	0.999872	0.999967	
19.7085 1.00036	1.00043	0.99976	0.999828	1.00014	1.00024	
19.729 1.00006	1.00013	0.999877	0.999944	1.0003	1.00041	
19.7495 0.999789	0.999862	0.999986	1.00005	0.999297	0.999392	
19.77 0.999777	0.999848	1.00026	1.00033	0.999506	0.999596	
19.7904 0.999851	0.99992	0.999882	0.999954	1.00077	1.00088	
19.8109 1.00029	1.00037	1.00012	1.0002	1.00081	1.00093	
19.8314 1.00011	1.00018	1.00046	1.00054	1.00052	1.00064	
19.8519 0.999859	0.999936	0.999782	0.999863	0.999433	0.99955	
19.8723 1.0003	1.00038	0.99975	0.999829	0.999082	0.999188	
19.8928 0.999956	1.00004	1.00043	1.00052	0.999349	0.999447	
19.9133 0.999431	0.999507	0.999867	0.999952	0.999518	0.999611	
19.9338 0.999756	0.999828	1.00005	1.00014	1.00031	1.00041	
19.9542 1.00021	1.00029	1.00016	1.00025	0.999664	0.999759	
19.9747 0.999765	0.99984	1.00025	1.00034	0.999897	0.999992	
19.9952 0.999569	0.999639	0.999835	0.999929	1.00112	1.00123	
20.0157 0.999802	0.99987	0.999876	0.99997	0.999134	0.999235	
20.0362 1.00035	1.00042	1.00016	1.00025	1.00008	1.00019	
20.0566 0.999784	0.999856	1.00018	1.00028	0.999871	0.999975	
20.0771 1.00056	1.00064	1.00051	1.00063	0.998118	0.998195	
20.0976 0.999717	0.999795	0.999448	0.999552	1.00016	1.00024	
20.1181 0.999929	1.00001	1.00003	1.00014	1.00112	1.00122	
20.1385 1.00016	1.00024	1.00012	1.00023	1.00002	1.00012	
20.159 1.00046	1.00055	0.999557	0.999661	0.998382	0.99846	
20.1795 0.999706	0.999792	0.999307	0.999403	0.998783	0.998843	
20.2 0.999533	0.999614	1.00001	1.00011	1.00095	1.00102	
20.2204 0.999733	0.999811	0.999587	0.99968	1.00067	1.00076	
20.2409 0.999571	0.999644	0.999929	1.00002	1.00046	1.00055	
20.2614 1.00039	1.00047	0.999879	0.999972	1.00022	1.00032	
20.2819 1.00012	1.00021	0.999818	0.999909	0.998592	0.998672	
20.3023 0.999845	0.999926	0.999594	0.99968	1.00043	1.00052	
20.3228 0.999645	0.999722	0.999598	0.999679	1.00012	1.00021	
20.3433 0.999961	1.00004	0.999799	0.999878	1.0007	1.0008	
20.3638 0.999665	0.999739	0.999661	0.999736	0.999623	0.999722	
20.3843 0.999807	0.999879	1.00024	1.00032	0.99879	0.998872	
20.4047 0.999925	0.999998	0.999376	0.999448	0.999624	0.999701	
20.4252 0.999572	0.999639	1.00046	1.00054	0.99784	0.997885	
20.4457 0.999792	0.999857	1.00037	1.00046	0.99878	0.998807	
20.4662 1.00051	1.00058	0.999334	0.999412	0.999474	0.999493	
