# Radius 	finiterdf__O_Water_O_Water	rdf__O_Water_O_Water	finiterdf__O_Water_H_Water	rdf__O_Water_H_Water	finiterdf__H_Water_H_Water	rdf__H_Water_H_Water	
8.61032 0.997809	0.997842	0.989461	0.989632	0.999221	0.99943	
8.6308 0.998061	0.998093	0.989063	0.989225	0.998703	0.998911	
8.65128 0.999012	0.999043	0.989526	0.989679	0.998545	0.998752	
8.67175 0.999309	0.999339	0.989607	0.989751	0.997919	0.998124	
8.69223 0.999509	0.999539	0.989625	0.98976	0.997977	0.998181	
8.71271 0.999908	0.999937	0.989716	0.989842	0.99774	0.997942	
8.73318 1.00008	1.00011	0.990069	0.990186	0.997361	0.997561	
8.75366 1.00033	1.00036	0.989927	0.990035	0.996916	0.997113	
8.77414 1.00067	1.00071	0.990403	0.990502	0.996718	0.996912	
8.79461 1.00015	1.00019	0.990714	0.990804	0.996608	0.9968	
8.81509 1.00097	1.001	0.991202	0.991285	0.996234	0.996422	
8.83556 1.0011	1.00113	0.990989	0.991064	0.995861	0.996045	
8.85604 1.00109	1.00112	0.991571	0.991638	0.995841	0.996021	
8.87652 1.00142	1.00145	0.991733	0.991792	0.995468	0.995644	
8.89699 1.00183	1.00187	0.992053	0.992105	0.995423	0.995595	
8.91747 1.00125	1.00129	0.992307	0.992351	0.995059	0.995226	
8.93795 1.00184	1.00188	0.992738	0.992775	0.994816	0.994979	
8.95842 1.00196	1.002	0.993183	0.993214	0.994809	0.994967	
8.9789 1.00198	1.00203	0.993499	0.993524	0.994549	0.994701	
8.99938 1.00195	1.002	0.994051	0.99407	0.994871	0.995019	
9.01985 1.00219	1.00224	0.994199	0.994212	0.99454	0.994682	
9.04033 1.00215	1.0022	0.994525	0.994533	0.99456	0.994697	
9.0608 1.00136	1.00141	0.994824	0.994827	0.99451	0.994642	
9.08128 1.00169	1.00174	0.995653	0.995651	0.994451	0.994577	
9.10176 1.00144	1.00149	0.996042	0.996036	0.99427	0.99439	
9.12223 1.0009	1.00095	0.996236	0.996227	0.994233	0.994348	
9.14271 1.00109	1.00114	0.996551	0.996538	0.994184	0.994293	
9.16319 1.00202	1.00208	0.996956	0.996939	0.99445	0.994554	
9.18366 1.00083	1.00089	0.997376	0.997357	0.994471	0.994569	
9.20414 1.00077	1.00083	0.997749	0.997727	0.994517	0.994609	
9.22462 1.00102	1.00108	0.998099	0.998076	0.994552	0.994639	
9.24509 1.0011	1.00116	0.998289	0.998264	0.994598	0.994679	
9.26557 1.00123	1.0013	0.998721	0.998694	0.994775	0.994851	
9.28604 1.00077	1.00083	0.999091	0.999063	0.994925	0.994995	
9.30652 1.00069	1.00075	0.999295	0.999267	0.99513	0.995196	
9.327 1.00076	1.00083	0.999793	0.999765	0.995102	0.995163	
9.34747 1.00064	1.00071	1.00006	1.00003	0.995189	0.995245	
9.36795 1.00039	1.00046	1.00015	1.00012	0.995238	0.995289	
9.38843 1.00018	1.00025	1.0003	1.00027	0.995574	0.99562	
9.4089 0.999778	0.999847	1.00074	1.00071	0.995477	0.995517	
9.42938 0.999922	0.99999	1.00113	1.0011	0.99596	0.995996	
9.44986 0.999703	0.999772	1.00123	1.00121	0.996202	0.996234	
9.47033 0.999407	0.999475	1.00129	1.00126	0.996184	0.996212	
9.49081 0.999555	0.999622	1.00162	1.00159	0.99673	0.996755	
9.51129 0.999179	0.999245	1.00182	1.0018	0.996547	0.996568	
9.53176 0.999012	0.999078	1.00186	1.00184	0.996869	0.996886	
9.55224 0.999041	0.999106	1.00192	1.0019	0.996921	0.996934	
9.57271 0.999164	0.999227	1.00234	1.00233	0.997291	0.997302	
9.59319 0.998412	0.998474	1.00221	1.0022	0.997458	0.997465	
9.61367 0.998762	0.998822	1.00228	1.00227	0.997656	0.997661	
9.63414 0.998114	0.998172	1.00268	1.00267	0.998101	0.998104	
9.65462 0.998316	0.998373	1.0026	1.0026	0.998192	0.998193	
9.6751 0.998182	0.998236	1.00292	1.00293	0.998183	0.998182	
9.69557 0.997789	0.997841	1.0027	1.0027	0.998491	0.998488	
9.71605 0.998139	0.998188	1.00271	1.00272	0.998823	0.998818	
9.73653 0.99851	0.998558	1.0028	1.00281	0.99914	0.999134	
9.757 0.997896	0.997942	1.00292	1.00294	0.999132	0.999125	
9.77748 0.997999	0.998042	1.00292	1.00293	0.999245	0.999237	
9.79795 0.997954	0.997995	1.00292	1.00294	0.999661	0.999653	
9.81843 0.997933	0.997971	1.00289	1.00292	0.99963	0.999621	
9.83891 0.998076	0.998112	1.00279	1.00282	1.00001	1	
9.85938 0.997972	0.998005	1.00311	1.00315	1.00006	1.00006	
9.87986 0.998158	0.998189	1.00271	1.00274	1.00046	1.00046	
9.90034 0.998008	0.998037	1.00274	1.00278	1.00017	1.00017	
9.92081 0.998382	0.998409	1.00274	1.00278	1.00062	1.00061	
9.94129 0.997683	0.997707	1.00264	1.00269	1.00066	1.00066	
9.96177 0.998424	0.998446	1.00246	1.00251	1.00098	1.00097	
9.98224 0.998545	0.998565	1.00227	1.00232	1.00109	1.00109	
10.0027 0.998533	0.998551	1.00245	1.0025	1.00111	1.00111	
10.0232 0.998904	0.998921	1.00238	1.00244	1.00148	1.00148	
10.0437 0.998678	0.998693	1.00222	1.00228	1.00157	1.00157	
10.0641 0.998829	0.998842	1.00194	1.002	1.00151	1.00152	
10.0846 0.9991	0.999113	1.00203	1.0021	1.00172	1.00172	
10.1051 0.99886	0.998871	1.00187	1.00194	1.0017	1.00171	
10.1256 0.999141	0.999151	1.00153	1.0016	1.00206	1.00207	
10.1461 0.999135	0.999144	1.00174	1.00181	1.00205	1.00207	
10.1665 0.999355	0.999363	1.00158	1.00166	1.00186	1.00188	
10.187 0.99917	0.999177	1.00137	1.00145	1.00211	1.00213	
10.2075 1.00019	1.0002	1.00132	1.0014	1.0021	1.00213	
10.228 1.00015	1.00015	1.00142	1.00151	1.00229	1.00232	
10.2484 1.00003	1.00004	1.0013	1.00139	1.00214	1.00216	
10.2689 1.00042	1.00043	1.00124	1.00133	1.00208	1.00211	
10.2894 1.00044	1.00045	1.00095	1.00104	1.00224	1.00227	
10.3099 1.0002	1.00021	1.00093	1.00102	1.00214	1.00218	
10.3303 1.0005	1.00051	1.00075	1.00084	1.00226	1.0023	
10.3508 1.00075	1.00076	1.00074	1.00083	1.00252	1.00256	
10.3713 1.00064	1.00065	1.00064	1.00074	1.00232	1.00237	
10.3918 1.00102	1.00103	1.00053	1.00063	1.00232	1.00237	
10.4122 1.00098	1.001	1.00031	1.0004	1.00239	1.00244	
10.4327 1.00132	1.00134	1.00043	1.00053	1.00235	1.0024	
10.4532 1.00136	1.00138	0.999982	1.00008	1.00217	1.00224	
10.4737 1.00134	1.00136	1.00029	1.00039	1.00222	1.00229	
10.4942 1.00154	1.00156	1.00004	1.00014	1.00211	1.00218	
10.5146 1.00169	1.00171	1.00001	1.00011	1.00217	1.00224	
10.5351 1.00202	1.00205	1.00008	1.00018	1.002	1.00207	
10.5556 1.00224	1.00227	0.999868	0.999964	1.00196	1.00204	
10.5761 1.00164	1.00167	0.999808	0.999904	1.00183	1.00191	
10.5965 1.00214	1.00218	0.999751	0.999847	1.00172	1.0018	
10.617 1.00207	1.00211	0.999687	0.999782	1.00179	1.00187	
10.6375 1.00191	1.00195	0.999843	0.999939	1.00168	1.00177	
10.658 1.0021	1.00215	0.999681	0.999776	1.00197	1.00206	
10.6784 1.00244	1.00249	0.999489	0.999584	1.00147	1.00156	
10.6989 1.00247	1.00253	0.999509	0.999603	1.00133	1.00143	
10.7194 1.00249	1.00255	0.999658	0.999751	1.00132	1.00142	
10.7399 1.00262	1.00268	0.999586	0.999679	1.00127	1.00137	
10.7603 1.00263	1.0027	0.999545	0.999638	1.00124	1.00134	
10.7808 1.00286	1.00293	0.999631	0.999723	1.00121	1.00132	
10.8013 1.00243	1.0025	0.999454	0.999546	1.00106	1.00116	
10.8218 1.00245	1.00253	0.999511	0.999602	1.00127	1.00138	
10.8423 1.00222	1.00231	0.99954	0.99963	1.00123	1.00134	
10.8627 1.00304	1.00313	0.999477	0.999567	1.00089	1.001	
10.8832 1.00269	1.00278	0.999485	0.999574	1.00063	1.00074	
10.9037 1.00265	1.00275	0.99965	0.999739	1.0005	1.00061	
10.9242 1.00248	1.00258	0.999643	0.999731	1.00079	1.0009	
10.9446 1.00248	1.00259	0.99973	0.999817	1.00054	1.00065	
10.9651 1.00262	1.00273	0.999778	0.999865	1.00028	1.00039	
10.9856 1.00256	1.00268	0.99958	0.999666	1.00034	1.00045	
11.0061 1.00239	1.00251	0.99998	1.00007	1.00017	1.00029	
11.0265 1.002	1.00212	0.999737	0.999823	1.00024	1.00036	
11.047 1.00243	1.00256	0.999572	0.999658	1.00019	1.00031	
11.0675 1.00212	1.00225	0.999599	0.999685	1.00005	1.00017	
11.088 1.00239	1.00252	0.99997	1.00006	0.999894	1.00001	
11.1084 1.00219	1.00233	0.999933	1.00002	0.999931	1.00005	
11.1289 1.00214	1.00228	0.999991	1.00008	0.999803	0.999922	
11.1494 1.00189	1.00204	1.00005	1.00014	0.999689	0.999808	
11.1699 1.00172	1.00187	0.999951	1.00004	0.99981	0.999929	
11.1903 1.00115	1.0013	1.00019	1.00028	0.999738	0.999857	
11.2108 1.00154	1.00169	1.00003	1.00012	0.99982	0.999939	
11.2313 1.00146	1.00162	1.00005	1.00014	0.999763	0.999882	
11.2518 1.00109	1.00125	1.00009	1.00017	0.999721	0.999839	
11.2723 1.00123	1.00139	1.00021	1.0003	0.999726	0.999844	
11.2927 1.00114	1.0013	1.00025	1.00034	0.999535	0.999653	
11.3132 1.00095	1.00111	1.00028	1.00037	0.99941	0.999526	
11.3337 1.00116	1.00132	1.00045	1.00054	0.999222	0.999337	
11.3542 1.00054	1.00071	1.00026	1.00035	0.999444	0.999559	
11.3746 1.00045	1.00062	1.00027	1.00036	0.999485	0.999599	
11.3951 1.00016	1.00033	1.00044	1.00053	0.999415	0.999527	
11.4156 0.999983	1.00016	1.00028	1.00037	0.99935	0.999462	
11.4361 1.00032	1.00049	1.00025	1.00034	0.99927	0.99938	
11.4565 0.99991	1.00008	1.00036	1.00045	0.999075	0.999184	
11.477 1.00004	1.00021	1.00046	1.00056	0.999391	0.9995	
11.4975 0.999944	1.00012	1.00032	1.00042	0.999288	0.999395	
11.518 0.999872	1.00005	1.00064	1.00073	0.999147	0.999252	
11.5384 0.999345	0.999518	1.00044	1.00054	0.999376	0.99948	
11.5589 0.999353	0.999525	1.00041	1.00051	0.999205	0.999308	
11.5794 0.999575	0.999746	1.00056	1.00067	0.999277	0.999379	
11.5999 0.998951	0.999121	1.00035	1.00045	0.999239	0.99934	
11.6204 0.99939	0.999559	1.00034	1.00045	0.999174	0.999274	
11.6408 0.99941	0.999578	1.00048	1.00059	0.999409	0.999507	
11.6613 0.999087	0.999254	1.0006	1.0007	0.999294	0.999392	
11.6818 0.998846	0.999011	1.00037	1.00048	0.999603	0.9997	
11.7023 0.998508	0.99867	1.00048	1.00059	0.999553	0.999649	
11.7227 0.998788	0.998947	1.00038	1.00049	0.99939	0.999485	
11.7432 0.998787	0.998945	1.00042	1.00053	0.999562	0.999656	
11.7637 0.99852	0.998675	1.00041	1.00052	0.999592	0.999686	
11.7842 0.998644	0.998796	1.00046	1.00057	0.99932	0.999412	
11.8046 0.998506	0.998656	1.00043	1.00054	0.999326	0.999417	
11.8251 0.998072	0.998218	1.00041	1.00052	0.999455	0.999546	
11.8456 0.998284	0.998427	1.00022	1.00033	0.999446	0.999535	
11.8661 0.998642	0.998783	1.00021	1.00033	0.999616	0.999704	
11.8865 0.998301	0.998438	1.00026	1.00038	0.999593	0.999681	
11.907 0.99826	0.998393	1.0001	1.00022	0.999694	0.999781	
11.9275 0.998305	0.998435	1.00005	1.00017	0.999565	0.999652	
11.948 0.998078	0.998204	1.00001	1.00013	0.99973	0.999816	
11.9685 0.998396	0.998519	0.99997	1.00009	0.999533	0.999618	
11.9889 0.998138	0.998258	0.999971	1.00009	0.999919	1.00001	
12.0094 0.99793	0.998045	1.00003	1.00015	0.999743	0.999829	
12.0299 0.998068	0.998179	0.999956	1.00007	0.999622	0.999706	
12.0504 0.998197	0.998304	0.999991	1.00011	0.999692	0.999777	
12.0708 0.998108	0.998212	0.99982	0.999938	0.99983	0.999914	
12.0913 0.998308	0.998408	0.999902	1.00002	0.999686	0.999769	
12.1118 0.997984	0.998079	0.99977	0.999888	0.999782	0.999865	
12.1323 0.998461	0.998553	0.999949	1.00007	0.999951	1.00003	
12.1527 0.99827	0.998359	0.99985	0.999968	0.999856	0.999939	
12.1732 0.998455	0.99854	0.999565	0.999683	0.99999	1.00007	
12.1937 0.998278	0.99836	0.999479	0.999596	0.999887	0.99997	
12.2142 0.998358	0.998435	0.999627	0.999743	0.999739	0.999822	
12.2346 0.99865	0.998725	0.999426	0.999541	1.00001	1.00009	
12.2551 0.998375	0.998446	0.999502	0.999616	0.999969	1.00005	
12.2756 0.998344	0.998412	0.999405	0.999518	1.00004	1.00013	
12.2961 0.998571	0.998635	0.999382	0.999494	0.999843	0.999926	
12.3166 0.998368	0.998429	0.999395	0.999505	1.00025	1.00033	
12.337 0.998191	0.998247	0.999239	0.999347	0.999925	1.00001	
12.3575 0.998625	0.998679	0.999412	0.999519	0.999897	0.999981	
12.378 0.998767	0.998818	0.999403	0.999509	0.99984	0.999924	
12.3985 0.998822	0.99887	0.999268	0.999373	0.999991	1.00008	
12.4189 0.99865	0.998694	0.999262	0.999365	1.00006	1.00015	
12.4394 0.999039	0.999082	0.999243	0.999344	1.00005	1.00014	
12.4599 0.999	0.99904	0.999225	0.999326	1.00018	1.00027	
12.4804 0.998916	0.998953	0.999247	0.999346	0.999814	0.999899	
12.5008 0.999141	0.999177	0.999425	0.999522	1.00006	1.00015	
12.5213 0.999229	0.999262	0.999252	0.999348	1.00003	1.00012	
12.5418 0.999166	0.999198	0.999055	0.999148	0.99995	1.00004	
12.5623 0.999412	0.999442	0.999353	0.999445	1.00016	1.00025	
12.5827 0.99933	0.999358	0.999226	0.999317	0.999974	1.00006	
12.6032 0.999534	0.999561	0.999152	0.999241	1.00005	1.00014	
12.6237 0.999441	0.999467	0.999002	0.999088	0.999826	0.999913	
12.6442 1.00002	1.00005	0.999212	0.999296	1.00001	1.0001	
12.6647 0.999524	0.999549	0.999003	0.999085	0.999841	0.999928	
12.6851 0.999705	0.99973	0.998991	0.99907	0.999917	1	
12.7056 0.999561	0.999584	0.999107	0.999184	0.99984	0.999926	
12.7261 0.999799	0.999821	0.999241	0.999316	0.999862	0.999948	
12.7466 0.999996	1.00002	0.999087	0.999161	0.9999	0.999987	
12.767 1.00024	1.00027	0.999241	0.999312	0.999946	1.00003	
12.7875 0.999786	0.999809	0.999242	0.999312	0.999911	0.999998	
12.808 0.999972	0.999995	0.999197	0.999264	0.99974	0.999826	
12.8285 1.00057	1.0006	0.999331	0.999397	0.9999	0.999986	
12.8489 1.00044	1.00047	0.999312	0.999376	0.999809	0.999895	
12.8694 1.00035	1.00037	0.999301	0.999363	0.999694	0.999779	
12.8899 1.0003	1.00032	0.999374	0.999435	0.999842	0.999927	
12.9104 1.00066	1.00069	0.999323	0.999382	0.999955	1.00004	
12.9308 1.00038	1.00041	0.999249	0.999306	0.99974	0.999824	
12.9513 1.00022	1.00026	0.99942	0.999475	0.999967	1.00005	
12.9718 1.00052	1.00056	0.999466	0.999521	0.999672	0.999756	
12.9923 1.00032	1.00036	0.999578	0.999632	0.999648	0.999731	
13.0127 1.00044	1.00048	0.999458	0.99951	0.999734	0.999816	
13.0332 1.00064	1.00068	0.999431	0.999482	0.999782	0.999865	
13.0537 1.00055	1.00059	0.999546	0.999595	0.999659	0.99974	
13.0742 1.00071	1.00076	0.999685	0.999733	0.999717	0.999798	
13.0947 1.00034	1.00038	0.999678	0.999726	0.999622	0.999702	
13.1151 1.00046	1.0005	0.999712	0.999759	0.999739	0.999819	
13.1356 1.00051	1.00056	0.999588	0.999633	0.999834	0.999913	
13.1561 1.00068	1.00073	0.999701	0.999746	0.999732	0.999811	
13.1766 1.00023	1.00028	0.999715	0.999759	0.999793	0.999871	
13.197 1.00066	1.00071	0.999738	0.999781	0.999671	0.999748	
13.2175 1.00071	1.00077	0.999755	0.999798	0.999798	0.999875	
13.238 1.00078	1.00084	0.999929	0.999972	0.999854	0.999931	
13.2585 1.00072	1.00077	0.99976	0.999802	0.99955	0.999626	
13.2789 1.00047	1.00053	1.00001	1.00005	0.999731	0.999807	
13.2994 1.00072	1.00078	0.999832	0.999874	0.999662	0.999736	
13.3199 1.00037	1.00044	0.999901	0.999943	0.999591	0.999665	
13.3404 1.00024	1.00031	1.00004	1.00008	0.999803	0.999875	
13.3608 1.00033	1.0004	0.999925	0.999967	0.999691	0.999763	
13.3813 1.00059	1.00066	1.00005	1.00009	0.999708	0.999779	
13.4018 1.00047	1.00054	1.00005	1.00009	0.999743	0.999814	
13.4223 1.00038	1.00045	1.00012	1.00016	0.999744	0.999814	
13.4428 1.0005	1.00058	0.999984	1.00003	0.999667	0.999736	
13.4632 1.00049	1.00057	1.00014	1.00019	0.999696	0.999764	
13.4837 1.00051	1.00059	1.00022	1.00027	0.999804	0.999872	
13.5042 1.00011	1.00019	1.00041	1.00045	0.999674	0.999741	
13.5247 1.00036	1.00044	1.00014	1.00019	0.999746	0.999812	
13.5451 1.00028	1.00036	1.00029	1.00034	0.999868	0.999934	
13.5656 1.00013	1.00021	1.00029	1.00034	0.999793	0.999859	
13.5861 1.00052	1.0006	1.00028	1.00033	0.999898	0.999964	
13.6066 1.00039	1.00048	1.00034	1.00039	0.999692	0.999757	
13.627 1.00063	1.00072	1.00016	1.00021	0.999756	0.99982	
13.6475 1.0001	1.00019	1.00034	1.00039	0.999851	0.999915	
13.668 1	1.00009	1.00024	1.0003	0.999745	0.999808	
13.6885 1.00016	1.00025	1.00029	1.00035	1.00004	1.00011	
13.7089 0.999912	1	1.00027	1.00033	0.999831	0.999894	
13.7294 1.00007	1.00016	1.00039	1.00044	1	1.00007	
13.7499 0.999924	1.00001	1.00031	1.00037	0.999768	0.999831	
13.7704 1.00035	1.00044	1.00048	1.00054	0.999834	0.999897	
13.7909 1.00025	1.00035	1.00034	1.00041	1.00005	1.00012	
13.8113 1.00047	1.00057	1.00037	1.00044	0.999688	0.99975	
13.8318 1.0001	1.0002	1.00049	1.00056	0.999939	1	
13.8523 1.00026	1.00036	1.00027	1.00034	0.999812	0.999873	
13.8728 1.00008	1.00018	1.00028	1.00035	1.00004	1.0001	
13.8932 0.999834	0.999931	1.00033	1.0004	1.00003	1.00009	
13.9137 0.999765	0.999862	1.00044	1.00051	0.999899	0.999961	
13.9342 1.00007	1.00017	1.0002	1.00028	1.00001	1.00008	
13.9547 0.999877	0.999974	1.00029	1.00036	1.00015	1.00021	
13.9751 0.999928	1.00003	1.00035	1.00043	0.999958	1.00002	
13.9956 1.00001	1.00011	1.00028	1.00036	1.00014	1.0002	
14.0161 0.99992	1.00002	1.00032	1.0004	0.999952	1.00002	
14.0366 0.999882	0.99998	1.00049	1.00057	0.99996	1.00002	
14.057 0.999787	0.999885	1.00029	1.00037	1.00018	1.00024	
14.0775 0.999972	1.00007	1.00033	1.00042	0.999957	1.00002	
14.098 0.999952	1.00005	1.00033	1.00042	0.999961	1.00003	
14.1185 1.00004	1.00014	1.00027	1.00036	1.00002	1.00009	
14.139 0.999674	0.999772	1.00032	1.00041	1.00008	1.00015	
14.1594 0.999665	0.999762	1.00033	1.00042	1.00013	1.0002	
14.1799 0.999783	0.999879	1.00022	1.00031	1.0002	1.00027	
14.2004 0.999863	0.999959	1.00022	1.00031	0.999977	1.00005	
14.2209 0.999749	0.999845	1.00007	1.00017	1.00006	1.00013	
14.2413 0.999814	0.999909	1.00011	1.0002	1.00012	1.00019	
14.2618 0.999852	0.999947	1.00016	1.00026	1.0002	1.00027	
14.2823 1	1.0001	1.00004	1.00014	1.00019	1.00026	
14.3028 1.00008	1.00018	1.00009	1.00018	1.00024	1.00031	
14.3232 0.999812	0.999908	1.0002	1.0003	1.00011	1.00019	
14.3437 0.999963	1.00006	1.00015	1.00025	1.00019	1.00027	
14.3642 0.999416	0.999509	1.00002	1.00013	1.00018	1.00025	
14.3847 0.99968	0.999772	0.999977	1.00008	1.00021	1.00029	
14.4051 0.999943	1.00004	1.00005	1.00016	1.00013	1.00021	
14.4256 0.999929	1.00002	1.0001	1.0002	1.00011	1.00019	
14.4461 0.999903	0.999996	1.00012	1.00022	1.00026	1.00034	
14.4666 0.999924	1.00002	1.00012	1.00022	1.00027	1.00035	
14.487 1.00009	1.00019	1.0001	1.00021	1.00015	1.00023	
14.5075 1.00008	1.00018	0.999959	1.00007	1.00001	1.0001	
14.528 0.999739	0.999833	0.999964	1.00007	1.00013	1.00021	
14.5485 0.999239	0.99933	0.999994	1.0001	1.00007	1.00015	
14.569 0.999656	0.999746	0.999967	1.00008	1.00003	1.00012	
14.5894 1.00001	1.0001	0.999945	1.00005	1.00006	1.00015	
14.6099 0.99957	0.999658	0.999774	0.999882	1.00019	1.00027	
14.6304 1.00009	1.00018	0.99997	1.00008	1.00009	1.00018	
14.6509 0.999756	0.999845	0.999776	0.999884	1.00003	1.00012	
14.6713 1.00001	1.0001	0.999747	0.999854	1.00008	1.00017	
14.6918 0.999781	0.999869	0.999933	1.00004	1.00023	1.00033	
14.7123 0.999991	1.00008	0.999659	0.999766	1.00008	1.00018	
14.7328 0.999994	1.00008	0.999737	0.999844	1.00012	1.00021	
14.7532 0.999777	0.999865	0.99994	1.00005	0.999929	1.00002	
14.7737 0.999792	0.99988	0.999824	0.99993	1.00011	1.00021	
14.7942 0.999778	0.999865	0.999682	0.999787	1.00012	1.00022	
14.8147 0.999881	0.999968	0.99984	0.999945	1.00007	1.00017	
14.8351 1.00006	1.00015	0.999851	0.999956	0.999866	0.999963	
14.8556 0.999762	0.999849	0.999933	1.00004	1.00008	1.00018	
14.8761 1.00001	1.0001	0.999803	0.999907	0.999993	1.00009	
14.8966 1.00001	1.0001	0.999889	0.999993	0.999903	1	
14.9171 0.9997	0.999787	0.999775	0.999878	0.999971	1.00007	
14.9375 0.999978	1.00007	0.99973	0.999833	1.00004	1.00014	
14.958 1.00021	1.00029	0.999708	0.99981	1.00002	1.00012	
14.9785 1.00005	1.00014	0.999587	0.999688	0.999959	1.00006	
14.999 1.0002	1.00029	0.999583	0.999681	1	1.0001	
15.0194 0.999943	1.00003	0.999591	0.999688	0.999985	1.00009	
15.0399 1.00009	1.00019	0.999863	0.99996	1.00006	1.00016	
15.0604 0.999784	0.999875	0.999799	0.999895	1.00001	1.00011	
15.0809 1.00008	1.00017	0.999938	1.00003	0.999895	0.999998	
15.1013 1.00029	1.00038	0.999798	0.999894	0.999867	0.99997	
15.1218 1.00007	1.00016	0.99968	0.999775	0.999874	0.999976	
15.1423 1.00016	1.00025	0.999719	0.999813	1.00001	1.00011	
15.1628 0.999927	1.00002	0.999699	0.999791	0.999943	1.00005	
15.1832 0.999781	0.999877	0.999757	0.999849	0.999751	0.999853	
15.2037 1.00006	1.00016	0.99984	0.999931	0.999933	1.00004	
15.2242 0.999848	0.999944	0.999692	0.999783	0.999705	0.999807	
15.2447 1.00005	1.00015	0.999791	0.999881	0.999839	0.999941	
15.2652 1.00012	1.00022	0.999612	0.9997	0.999741	0.999842	
15.2856 1.00003	1.00013	0.99965	0.999737	0.999888	0.999988	
15.3061 1.00016	1.00026	0.99985	0.999936	0.999867	0.999967	
15.3266 0.999851	0.999951	0.999807	0.999892	0.999778	0.999878	
15.3471 0.999549	0.999648	0.999732	0.999817	0.999742	0.999841	
15.3675 0.999869	0.999968	0.999794	0.999878	0.999825	0.999923	
15.388 0.999855	0.999953	0.999942	1.00003	0.999727	0.999825	
15.4085 1.00008	1.00018	0.999842	0.999926	0.999858	0.999955	
15.429 0.999841	0.99994	0.999766	0.999849	0.999762	0.999859	
15.4494 0.999996	1.00009	0.999731	0.999813	0.999826	0.999923	
15.4699 1.00002	1.00012	0.99996	1.00004	0.999833	0.999929	
15.4904 0.999919	1.00002	0.999939	1.00002	0.999889	0.999985	
15.5109 1.00005	1.00015	0.999778	0.99986	0.99991	1.00001	
15.5313 0.999747	0.999847	0.999962	1.00004	0.999796	0.999891	
15.5518 0.999885	0.999984	0.999677	0.999757	0.99971	0.999804	
15.5723 0.999918	1.00002	1.00002	1.0001	0.999726	0.999819	
15.5928 0.999614	0.999712	0.999732	0.999812	0.999663	0.999754	
15.6133 0.999598	0.999695	0.999832	0.999911	0.99983	0.999922	
15.6337 0.999725	0.999821	0.999852	0.999931	0.99981	0.9999	
15.6542 1.00003	1.00013	0.999859	0.999938	0.999865	0.999955	
15.6747 0.999842	0.999938	0.999897	0.999976	0.999732	0.999822	
15.6952 0.999569	0.999663	0.999912	0.99999	0.999701	0.999789	
15.7156 0.999926	1.00002	0.999948	1.00003	0.999648	0.999735	
15.7361 0.999807	0.999901	0.999998	1.00008	0.999741	0.999826	
15.7566 0.99977	0.999862	0.999846	0.999925	0.999979	1.00007	
15.7771 0.999855	0.999947	0.999951	1.00003	0.999689	0.999774	
15.7975 0.999668	0.999759	1.00003	1.00011	0.99978	0.999864	
15.818 0.999739	0.999829	1.00002	1.0001	0.999898	0.999982	
15.8385 1.00015	1.00025	0.999961	1.00004	0.999871	0.999954	
15.859 1.00009	1.00018	1	1.00008	0.999835	0.999918	
15.8794 0.999954	1.00005	1.00005	1.00013	0.999774	0.999857	
15.8999 0.999454	0.999544	0.999986	1.00007	0.999835	0.999917	
15.9204 0.999741	0.99983	0.999917	0.999999	0.999686	0.999766	
15.9409 0.99971	0.999798	0.999935	1.00002	0.999886	0.999966	
15.9613 0.999817	0.999905	0.999972	1.00005	0.999669	0.999748	
15.9818 0.999977	1.00006	0.999789	0.999871	0.999885	0.999964	
16.0023 0.999473	0.999558	0.999689	0.999769	0.99996	1.00004	
16.0228 0.999523	0.999606	0.999961	1.00004	0.9999	0.999978	
16.0433 1.00001	1.00009	0.999902	0.999983	0.999955	1.00003	
16.0637 0.999805	0.999887	1.00002	1.0001	0.999744	0.999822	
16.0842 0.999658	0.999739	1.00005	1.00014	0.999703	0.99978	
16.1047 0.999963	1.00004	1.00001	1.0001	0.999833	0.999909	
16.1252 1.0001	1.00019	0.99984	0.999922	0.999749	0.999824	
16.1456 0.99981	0.999891	0.999897	0.999979	0.999993	1.00007	
16.1661 0.999847	0.999928	0.999849	0.99993	0.99992	0.999995	
16.1866 0.999905	0.999986	0.999899	0.99998	0.999736	0.99981	
16.2071 0.999802	0.999883	0.999848	0.999928	0.999825	0.999898	
16.2275 0.999678	0.999757	0.999808	0.999888	0.999959	1.00003	
16.248 0.999868	0.999947	0.999913	0.999993	0.999947	1.00002	
16.2685 0.999786	0.999864	0.999734	0.999814	1.00001	1.00008	
16.289 0.999729	0.999806	0.999975	1.00005	0.999837	0.999911	
16.3094 0.999944	1.00002	0.999949	1.00003	1.00011	1.00019	
16.3299 0.999853	0.999929	0.999806	0.999884	0.999962	1.00004	
16.3504 0.99969	0.999765	0.999787	0.999865	0.999795	0.999869	
16.3709 0.999687	0.99976	0.999878	0.999956	0.999831	0.999904	
16.3914 1.00002	1.00009	0.999905	0.999982	0.999978	1.00005	
16.4118 0.9998	0.999873	0.999863	0.99994	0.999937	1.00001	
16.4323 0.999841	0.999914	0.999968	1.00005	0.999784	0.999857	
16.4528 0.999669	0.999739	0.999948	1.00003	0.999869	0.999941	
16.4733 0.999872	0.999942	0.999892	0.99997	1.00001	1.00008	
16.4937 0.999819	0.999888	0.99992	0.999998	0.999941	1.00001	
16.5142 0.999763	0.999832	1.00008	1.00016	0.999873	0.999946	
16.5347 0.999859	0.999927	0.99992	0.999999	1.00001	1.00008	
